"level","table","title","description","updated","dimensions"
"px-x-0103010000_399","px-x-0103010000_399.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Altersklasse","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit (Auswahl), Geburtsstaat, Geschlecht und Altersklasse","2022-08-25T08:32:40","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit (Auswahl),Geburtsstaat,Geschlecht,Altersklasse"
"px-x-0102020000_105","px-x-0102020000_105.px","Demografische Bilanz nach Zivilstand","Demografische Bilanz nach Zivilstand","2022-08-25T08:33:08","Jahr,Staatsangehörigkeit (Kategorie),Geschlecht,Zivilstand,Alter,Demografische Komponente"
"px-x-0102010000_104","px-x-0102010000_104.px","Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Geburtsort und Staatsangehörigkeit","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......), Bevölkerungstyp, Geburtsort und Staatsangehörigkeit","2022-08-25T08:33:26","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Bevölkerungstyp,Geburtsort,Staatsangehörigkeit"
"px-x-0103010000_201","px-x-0103010000_201.px","Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Staatsangehörigkeit (Kategorie), Geburtsort, Geschlecht und Altersklasse","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......), Bevölkerungstyp, Staatsangehörigkeit (Kategorie), Geburtsort, Geschlecht und Altersklasse","2022-08-25T08:33:32","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Bevölkerungstyp,Staatsangehörigkeit (Kategorie),Geburtsort,Geschlecht,Altersklasse"
"px-x-0103020300_102","px-x-0103020300_102.px","Auswanderung der ständigen Wohnbevölkerung nach Kanton, Staatsangehörigkeit, Geschlecht und Altersklasse","Auswanderung der ständigen Wohnbevölkerung nach Jahr, Kanton, Staatsangehörigkeit, Geschlecht und Altersklasse","2022-08-25T08:34:02","Jahr,Kanton,Staatsangehörigkeit,Geschlecht,Altersklasse"
"px-x-0103020200_103","px-x-0103020200_103.px","Einwanderung der ständigen Wohnbevölkerung nach Kanton, Staatsangehörigkeit (Kategorie), Geburtsstaat, Geschlecht und Altersklasse","Einwanderung der ständigen Wohnbevölkerung nach Jahr, Kanton, Staatsangehörigkeit (Kategorie), Geburtsstaat, Geschlecht und Altersklasse","2022-08-25T08:34:00","Jahr,Kanton,Staatsangehörigkeit (Kategorie),Geburtsstaat,Geschlecht,Altersklasse"
"px-x-0102010000_103","px-x-0102010000_103.px","Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Geschlecht, Zivilstand und Altersklasse","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......), Bevölkerungstyp, Geschlecht, Zivilstand und Altersklasse","2022-08-25T08:33:48","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Bevölkerungstyp,Geschlecht,Zivilstand,Altersklasse"
"px-x-0103030000_221","px-x-0103030000_221.px","Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse, 2021","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......), Bevölkerungstyp, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse","2022-08-25T08:34:24","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Bevölkerungstyp,Wohnort vor 1 Jahr,Staatsangehörigkeit (Auswahl),Geschlecht,Altersklasse"
"px-x-0103010000_499","px-x-0103010000_499.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Staatsangehörigkeit, Geburtsstaat und Geschlecht","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Staatsangehörigkeit, Geburtsstaat und Geschlecht","2022-08-25T08:34:06","Jahr,Kanton,Bevölkerungstyp,Staatsangehörigkeit,Geburtsstaat,Geschlecht"
"px-x-0103030000_218","px-x-0103030000_218.px","Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse, 2018","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......), Bevölkerungstyp, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse","2022-08-25T08:34:20","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Bevölkerungstyp,Wohnort vor 1 Jahr,Staatsangehörigkeit (Auswahl),Geschlecht,Altersklasse"
"px-x-0102020000_101","px-x-0102020000_101.px","Demografische Bilanz nach Kanton","Demografische Bilanz nach Kanton","2022-08-25T08:34:40","Jahr,Kanton,Staatsangehörigkeit (Kategorie),Geschlecht,Demografische Komponente"
"px-x-0102020000_104","px-x-0102020000_104.px","Demografische Bilanz nach Alter und Kanton","Demografische Bilanz nach Alter und Kanton","2022-08-25T08:34:30","Jahr,Kanton,Staatsangehörigkeit (Kategorie),Geschlecht,Alter,Demografische Komponente"
"px-x-0103030000_219","px-x-0103030000_219.px","Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse, 2019","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......), Bevölkerungstyp, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse","2022-08-25T08:34:42","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Bevölkerungstyp,Wohnort vor 1 Jahr,Staatsangehörigkeit (Auswahl),Geschlecht,Altersklasse"
"px-x-0103030000_210","px-x-0103030000_210.px","Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse, 2010","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......), Bevölkerungstyp, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse","2022-08-25T08:34:46","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Bevölkerungstyp,Wohnort vor 1 Jahr,Staatsangehörigkeit (Auswahl),Geschlecht,Altersklasse"
"px-x-0103030000_212","px-x-0103030000_212.px","Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse, 2012","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......), Bevölkerungstyp, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse","2022-08-25T08:34:50","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Bevölkerungstyp,Wohnort vor 1 Jahr,Staatsangehörigkeit (Auswahl),Geschlecht,Altersklasse"
"px-x-0103010000_121","px-x-0103010000_121.px","Ständige und nichtständige Wohnbevölkerung nach Kanton, Anwesenheitsbewilligung, Staatsangehörigkeit, Geschlecht und Alter, 2021","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton, Bevölkerungstyp, Anwesenheitsbewilligung, Staatsangehörigkeit, Geschlecht und Alter","2022-08-25T08:34:56","Jahr,Kanton,Bevölkerungstyp,Anwesenheitsbewilligung,Staatsangehörigkeit,Geschlecht,Alter"
"px-x-0103030000_216","px-x-0103030000_216.px","Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse, 2016","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......), Bevölkerungstyp, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse","2022-08-25T08:35:08","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Bevölkerungstyp,Wohnort vor 1 Jahr,Staatsangehörigkeit (Auswahl),Geschlecht,Altersklasse"
"px-x-0103030000_211","px-x-0103030000_211.px","Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse, 2011","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......), Bevölkerungstyp, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse","2022-08-25T08:35:02","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Bevölkerungstyp,Wohnort vor 1 Jahr,Staatsangehörigkeit (Auswahl),Geschlecht,Altersklasse"
"px-x-0103010200_101","px-x-0103010200_101.px","Binnenzuwanderung der ständigen Wohnbevölkerung nach Kanton, Staatsangehörigkeit (Kategorie), Geschlecht, Zivilstand und Alter","Binnenzuwanderung der ständigen Wohnbevölkerung nach Jahr, Kanton, Staatsangehörigkeit (Kategorie), Geschlecht, Zivilstand und Alter","2022-08-25T08:35:16","Jahr,Kanton,Staatsangehörigkeit (Kategorie),Geschlecht,Zivilstand,Alter"
"px-x-0103020200_101","px-x-0103020200_101.px","Einwanderung der ständigen Wohnbevölkerung nach Kanton, Staatsangehörigkeit (Kategorie), Geschlecht und Alter","Einwanderung der ständigen Wohnbevölkerung nach Jahr, Kanton, Staatsangehörigkeit (Kategorie), Geschlecht und Alter","2022-08-25T08:35:16","Jahr,Kanton,Staatsangehörigkeit (Kategorie),Geschlecht,Alter"
"px-x-0103030000_220","px-x-0103030000_220.px","Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse, 2020","Ständige und nichtständige Wohnbevölkerung nach Jahr, Kanton (-) / Bezirk (>>) / Gemeinde (......), Bevölkerungstyp, Wohnort vor 1 Jahr, Staatsangehörigkeit (Auswahl), Geschlecht und Altersklasse","2022-08-25T08:35:18","Jahr,Kanton (-) / Bezirk (>>) / Gemeinde (......),Bevölkerungstyp,Wohnort vor 1 Jahr,Staatsangehörigkeit (Auswahl),Geschlecht,Altersklasse"
"px-x-0104050000_102","px-x-0104050000_102.px","Weibliche Vornamen der Neugeborenen nach Sprachregion und Kanton","Weibliche Vornamen der Neugeborenen nach Sprachregion und Kanton","2022-08-25T14:50:54","Vorname,Sprachgebiet / Kanton,Masseinheit,Jahr"
"px-x-1504040400_121","px-x-1504040400_121.px","Personal der Fachhochschulen und pädagogischen Hochschulen nach Personalkategorie, Fachbereich und Hochschule - in Personen","Personal der Fachhochschulen und pädagogischen Hochschulen - in Personen nach Jahr, Personalkategorie, Fachbereich und Hochschule","2022-08-26T08:30:26","Jahr,Personalkategorie,Fachbereich,Hochschule"
"px-x-1504040300_167","px-x-1504040300_167.px","Personal der Pädagogischen Hochschulen nach Leistung, Personalkategorie und Hochschule - in VZÄ","Personal der Pädagogischen Hochschulen - in VZÄ nach Jahr, Leistung, Personalkategorie und Hochschule","2022-08-26T08:30:26","Jahr,Leistung,Personalkategorie,Hochschule"
"px-x-1504040300_156","px-x-1504040300_156.px","Personal der Pädagogischen Hochschulen nach Personalkategorie, Geschlecht und Hochschule - in Personen","Personal der Pädagogischen Hochschulen - in Personen nach Jahr, Personalkategorie, Geschlecht und Hochschule","2022-08-26T08:30:24","Jahr,Personalkategorie,Geschlecht,Hochschule"
"px-x-1504040200_131","px-x-1504040200_131.px","Personal der Fachhochschulen (ohne PH) nach Personalkategorie, Fachbereich und Hochschule - in Personen","Personal der Fachhochschulen (ohne PH) - in Personen nach Jahr, Personalkategorie, Fachbereich und Hochschule","2022-08-26T08:30:26","Jahr,Personalkategorie,Fachbereich,Hochschule"
"px-x-1504040400_124","px-x-1504040400_124.px","Personal der Fachhochschulen und pädagogischen Hochschulen nach Fachbereich, Geschlecht und Hochschule - in Personen","Personal der Fachhochschulen und pädagogischen Hochschulen - in Personen nach Jahr, Fachbereich, Geschlecht und Hochschule","2022-08-26T08:30:26","Jahr,Fachbereich,Geschlecht,Hochschule"
"px-x-1504040300_153","px-x-1504040300_153.px","Personal der Pädagogischen Hochschulen nach Personalkategorie, Staatsangehörigkeit (Kategorie) und Hochschule - in Personen","Personal der Pädagogischen Hochschulen - in Personen nach Jahr, Personalkategorie, Staatsangehörigkeit (Kategorie) und Hochschule","2022-08-26T08:30:26","Jahr,Personalkategorie,Staatsangehörigkeit (Kategorie),Hochschule"
"px-x-1504040400_125","px-x-1504040400_125.px","Personal der Fachhochschulen und pädagogischen Hochschulen nach Personalkategorie, Geschlecht und Hochschule - in VZÄ","Personal der Fachhochschulen und pädagogischen Hochschulen - in VZÄ nach Jahr, Personalkategorie, Geschlecht und Hochschule","2022-08-26T08:30:26","Jahr,Personalkategorie,Geschlecht,Hochschule"
"px-x-1504040400_120","px-x-1504040400_120.px","Personal der Fachhochschulen und pädagogischen Hochschulen nach Personalkategorie, Fachbereich und Hochschule - in VZÄ","Personal der Fachhochschulen und pädagogischen Hochschulen - in VZÄ nach Jahr, Personalkategorie, Fachbereich und Hochschule","2022-08-26T08:30:28","Jahr,Personalkategorie,Fachbereich,Hochschule"
"px-x-1504040300_150","px-x-1504040300_150.px","Personal der Pädagogischen Hochschulen nach Personalkategorie, Fachrichtung und Hochschule - in VZÄ","Personal der Pädagogischen Hochschulen - in VZÄ nach Jahr, Personalkategorie, Fachrichtung und Hochschule","2022-08-26T08:30:28","Jahr,Personalkategorie,Fachrichtung,Hochschule"
"px-x-1504040400_122","px-x-1504040400_122.px","Personal der Fachhochschulen und pädagogischen Hochschulen nach Fachbereich, Staatsangehörigkeit (Kategorie) und Hochschule - in Personen","Personal der Fachhochschulen und pädagogischen Hochschulen - in Personen nach Jahr, Fachbereich, Staatsangehörigkeit (Kategorie) und Hochschule","2022-08-26T08:30:28","Jahr,Fachbereich,Staatsangehörigkeit (Kategorie),Hochschule"
"px-x-1504040200_135","px-x-1504040200_135.px","Personal der Fachhochschulen (ohne PH) nach Personalkategorie, Geschlecht und Hochschule - in VZÄ","Personal der Fachhochschulen (ohne PH) - in VZÄ nach Jahr, Personalkategorie, Geschlecht und Hochschule","2022-08-26T08:30:28","Jahr,Personalkategorie,Geschlecht,Hochschule"
"px-x-1504040200_130","px-x-1504040200_130.px","Personal der Fachhochschulen (ohne PH) nach Personalkategorie, Fachbereich und Hochschule - in VZÄ","Personal der Fachhochschulen (ohne PH) - in VZÄ nach Jahr, Personalkategorie, Fachbereich und Hochschule","2022-08-26T08:30:28","Jahr,Personalkategorie,Fachbereich,Hochschule"
"px-x-1504040200_132","px-x-1504040200_132.px","Personal der Fachhochschulen (ohne PH) nach Fachbereich, Staatsangehörigkeit (Kategorie) und Hochschule - in Personen","Personal der Fachhochschulen (ohne PH) - in Personen nach Jahr, Fachbereich, Staatsangehörigkeit (Kategorie) und Hochschule","2022-08-26T08:30:30","Jahr,Fachbereich,Staatsangehörigkeit (Kategorie),Hochschule"
"px-x-1504040400_127","px-x-1504040400_127.px","Personal der Fachhochschulen und pädagogischen Hochschulen nach Leistung, Personalkategorie und Hochschule - in VZÄ","Personal der Fachhochschulen und pädagogischen Hochschulen - in VZÄ nach Jahr, Leistung, Personalkategorie und Hochschule","2022-08-26T08:30:30","Jahr,Leistung,Personalkategorie,Hochschule"
"px-x-1504040200_133","px-x-1504040200_133.px","Personal der Fachhochschulen (ohne PH) nach Personalkategorie, Staatsangehörigkeit (Kategorie) und Hochschule - in Personen","Personal der Fachhochschulen (ohne PH) - in Personen nach Jahr, Personalkategorie, Staatsangehörigkeit (Kategorie) und Hochschule","2022-08-26T08:30:30","Jahr,Personalkategorie,Staatsangehörigkeit (Kategorie),Hochschule"
"px-x-1504040200_137","px-x-1504040200_137.px","Personal der Fachhochschulen (ohne PH) nach Leistung, Personalkategorie und Hochschule - in VZÄ","Personal der Fachhochschulen (ohne PH) - in VZÄ nach Jahr, Leistung, Personalkategorie und Hochschule","2022-08-26T08:30:32","Jahr,Leistung,Personalkategorie,Hochschule"
"px-x-1504040400_126","px-x-1504040400_126.px","Personal der Fachhochschulen und pädagogischen Hochschulen nach Personalkategorie, Geschlecht und Hochschule - in Personen","Personal der Fachhochschulen und pädagogischen Hochschulen - in Personen nach Jahr, Personalkategorie, Geschlecht und Hochschule","2022-08-26T08:30:30","Jahr,Personalkategorie,Geschlecht,Hochschule"
"px-x-1504040200_136","px-x-1504040200_136.px","Personal der Fachhochschulen (ohne PH) nach Personalkategorie, Geschlecht und Hochschule - in Personen","Personal der Fachhochschulen (ohne PH) - in Personen nach Jahr, Personalkategorie, Geschlecht und Hochschule","2022-08-26T08:30:30","Jahr,Personalkategorie,Geschlecht,Hochschule"
"px-x-1504040200_134","px-x-1504040200_134.px","Personal der Fachhochschulen (ohne PH) nach Fachbereich, Geschlecht und Hochschule - in Personen","Personal der Fachhochschulen (ohne PH) - in Personen nach Jahr, Fachbereich, Geschlecht und Hochschule","2022-08-26T08:30:32","Jahr,Fachbereich,Geschlecht,Hochschule"
"px-x-1504040400_123","px-x-1504040400_123.px","Personal der Fachhochschulen und pädagogischen Hochschulen nach Personalkategorie, Staatsangehörigkeit (Kategorie) und Hochschule - in Personen","Personal der Fachhochschulen und pädagogischen Hochschulen - in Personen nach Jahr, Personalkategorie, Staatsangehörigkeit (Kategorie) und Hochschule","2022-08-26T08:30:32","Jahr,Personalkategorie,Staatsangehörigkeit (Kategorie),Hochschule"
"px-x-1506030300_322","px-x-1506030300_322.px","Betriebserlöse der pädagogischen Hochschulen nach Finanzquelle und Hochschule","Betriebserlöse der pädagogischen Hochschulen nach Jahr, Finanzquelle und Hochschule","2022-08-29T08:30:26","Jahr,Finanzquelle,Hochschule"
"px-x-1506030300_261","px-x-1506030300_261.px","Betriebserlöse der pädagogischen Hochschulen nach Leistung, Geldgeber und Hochschule","Betriebserlöse der pädagogischen Hochschulen nach Jahr, Leistung, Geldgeber und Hochschule","2022-08-29T08:30:26","Jahr,Leistung,Geldgeber,Hochschule"
"px-x-1506030000_202","px-x-1506030000_202.px","Deckung des Aufwands der universitären Hochschulen nach Finanzquelle und Hochschule","Deckung des Aufwands der universitären Hochschulen nach Jahr, Finanzquelle und Hochschule","2022-08-29T08:30:28","Jahr,Finanzquelle,Hochschule"
"px-x-1506030000_221","px-x-1506030000_221.px","Vollkosten der Fachhochschulen nach Fachbereich, Leistung, Kostenart und Hochschule","Vollkosten der Fachhochschulen nach Jahr, Fachbereich, Leistung, Kostenart und Hochschule","2022-08-29T08:30:30","Jahr,Fachbereich,Leistung,Kostenart,Hochschule"
"px-x-1506030200_302","px-x-1506030200_302.px","Betriebserlöse der Fachhochschulen nach Fachbereich, Leistung, Geldgeber und Hochschule","Betriebserlöse der Fachhochschulen nach Jahr, Fachbereich, Leistung, Geldgeber und Hochschule","2022-08-29T08:30:30","Jahr,Fachbereich,Leistung,Geldgeber,Hochschule"
"px-x-1506030300_321","px-x-1506030300_321.px","Betriebskosten der pädagogischen Hochschulen nach Leistung, Kostenart und Hochschule","Betriebskosten der pädagogischen Hochschulen nach Jahr, Leistung, Kostenart und Hochschule","2022-08-29T08:30:34","Jahr,Leistung,Kostenart,Hochschule"
"px-x-1506030200_241","px-x-1506030200_241.px","Indikatoren der Fachhochschulen nach Fachbereich und Hochschule","Indikatoren der Fachhochschulen nach Jahr, Fachbereich, Indikator und Hochschule","2022-08-29T08:30:34","Jahr,Fachbereich,Indikator,Hochschule"
"px-x-1506030000_201","px-x-1506030000_201.px","Aufwand der universitären Hochschulen nach Fachbereich, Aufwandsart, Finanzierungstyp und Hochschule","Aufwand der universitären Hochschulen nach Jahr, Fachbereich, Aufwandsart, Finanzierungstyp und Hochschule","2022-08-29T08:30:38","Jahr,Fachbereich,Aufwandsart,Finanzierungstyp,Hochschule"
